0.098049440,0.088140903,0.092537054,0.097698031,0.087599172,0.091793452
0.172184585,0.160926445,0.190793351,0.169601461,0.159110530,0.187536111
0.200266285,0.151044451,0.192652845,0.199184201,0.149106629,0.191643345
0.834490616,0.703625737,0.732799293,0.842533389,0.710959903,0.739505408
0.214733648,0.175488844,0.212524986,0.212925957,0.173940003,0.210326313
0.044267880,0.071681095,-0.047396447,0.044321086,0.071108055,-0.047989049
0.122125775,0.103173758,0.113089539,0.121677165,0.102383812,0.112301185
3.105899465,3.332743643,3.078522942,3.118579003,3.349104528,3.091068316
4.808209893,4.525246970,4.820460897,4.831539921,4.549290260,4.845101803
0.021927330,0.033855236,-0.024900082,0.021715757,0.033220688,-0.024945454
0.099217567,0.084605630,0.110019423,0.098016174,0.083216228,0.108750357
